UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
1473627922,09-11-2016 00:00,11:05:22,400.66,62,30.5,73,358.4,5.62,06:09:00,18:29:00
1473627618,09-11-2016 00:00,11:00:18,1245.33,62,30.5,74,41.11,7.87,06:09:00,18:29:00
1473627322,09-11-2016 00:00,10:55:22,735.63,62,30.5,73,35.59,7.87,06:09:00,18:29:00
1473627018,09-11-2016 00:00,10:50:18,1227.33,61,30.5,76,30.33,5.62,06:09:00,18:29:00
1473626719,09-11-2016 00:00,10:45:19,1194.95,61,30.5,75,358.13,6.75,06:09:00,18:29:00
1473626423,09-11-2016 00:00,10:40:23,1050.8,60,30.5,75,17.65,6.75,06:09:00,18:29:00
1473626118,09-11-2016 00:00,10:35:18,242.28,60,30.5,78,1.56,7.87,06:09:00,18:29:00
1473625820,09-11-2016 00:00,10:30:20,928.91,61,30.5,74,26.86,10.12,06:09:00,18:29:00
1473625521,09-11-2016 00:00,10:25:21,960.11,61,30.5,75,7.07,7.87,06:09:00,18:29:00
1473625220,09-11-2016 00:00,10:20:20,890.9,60,30.5,76,5.54,9,06:09:00,18:29:00
1473624919,09-11-2016 00:00,10:15:19,912.42,60,30.5,75,71.99,6.75,06:09:00,18:29:00
1473624621,09-11-2016 00:00,10:10:21,893.49,60,30.5,73,5.89,11.25,06:09:00,18:29:00
1473624324,09-11-2016 00:00,10:05:24,894.05,60,30.5,71,1.25,6.75,06:09:00,18:29:00
1473624021,09-11-2016 00:00,10:00:21,887.47,60,30.5,70,41.37,1.12,06:09:00,18:29:00
1473623723,09-11-2016 00:00,09:55:23,862.1,60,30.5,71,39.83,7.87,06:09:00,18:29:00
1473623423,09-11-2016 00:00,09:50:23,850.7,60,30.5,69,14.87,2.25,06:09:00,18:29:00
1473623119,09-11-2016 00:00,09:45:19,833.06,59,30.5,68,1.61,5.62,06:09:00,18:29:00
1473622818,09-11-2016 00:00,09:40:18,817.31,59,30.5,61,39.7,6.75,06:09:00,18:29:00
1473622521,09-11-2016 00:00,09:35:21,805.22,59,30.5,58,64.98,3.37,06:09:00,18:29:00
1473622220,09-11-2016 00:00,09:30:20,789.98,59,30.5,58,14.74,3.37,06:09:00,18:29:00
1473621920,09-11-2016 00:00,09:25:20,774.75,59,30.5,60,24.98,3.37,06:09:00,18:29:00
1473621620,09-11-2016 00:00,09:20:20,758.61,59,30.5,57,44.36,6.75,06:09:00,18:29:00
1473621321,09-11-2016 00:00,09:15:21,743.58,59,30.5,58,335.26,6.75,06:09:00,18:29:00
1473621019,09-11-2016 00:00,09:10:19,726.58,59,30.5,52,1.91,3.37,06:09:00,18:29:00
1473620720,09-11-2016 00:00,09:05:20,707.53,59,30.5,51,50.75,3.37,06:09:00,18:29:00
1473620419,09-11-2016 00:00,09:00:19,688.98,59,30.5,51,9.77,3.37,06:09:00,18:29:00
1473620120,09-11-2016 00:00,08:55:20,672.88,59,30.49,48,67.5,3.37,06:09:00,18:29:00
1473619822,09-11-2016 00:00,08:50:22,654.64,58,30.49,49,11.13,3.37,06:09:00,18:29:00
1473619520,09-11-2016 00:00,08:45:20,613.29,58,30.49,48,358.24,3.37,06:09:00,18:29:00
1473619220,09-11-2016 00:00,08:40:20,614.9,58,30.49,47,357.98,6.75,06:09:00,18:29:00
1473618924,09-11-2016 00:00,08:35:24,562.37,58,30.49,48,358.05,5.62,06:09:00,18:29:00
1473618619,09-11-2016 00:00,08:30:19,552.44,58,30.49,49,9.38,2.25,06:09:00,18:29:00
1473618319,09-11-2016 00:00,08:25:19,574.25,58,30.48,48,36.28,2.25,06:09:00,18:29:00
1473618022,09-11-2016 00:00,08:20:22,309.52,58,30.48,50,28.5,3.37,06:09:00,18:29:00
1473617721,09-11-2016 00:00,08:15:21,545.23,58,30.48,49,358.51,3.37,06:09:00,18:29:00
1473617418,09-11-2016 00:00,08:10:18,543.08,58,30.48,51,1.84,4.5,06:09:00,18:29:00
1473617119,09-11-2016 00:00,08:05:19,490.87,57,30.48,51,34.15,2.25,06:09:00,18:29:00
1473616819,09-11-2016 00:00,08:00:19,487.07,56,30.48,55,185.51,1.12,06:09:00,18:29:00
1473616520,09-11-2016 00:00,07:55:20,444.33,55,30.48,56,185.55,1.12,06:09:00,18:29:00
1473616221,09-11-2016 00:00,07:50:21,423.04,55,30.48,54,185.49,0,06:09:00,18:29:00
1473615923,09-11-2016 00:00,07:45:23,409.45,55,30.47,57,185.5,1.12,06:09:00,18:29:00
1473615623,09-11-2016 00:00,07:40:23,386.5,53,30.47,62,185.47,1.12,06:09:00,18:29:00
1473615326,09-11-2016 00:00,07:35:26,361.39,52,30.47,67,185.45,3.37,06:09:00,18:29:00
1473615020,09-11-2016 00:00,07:30:20,337.3,50,30.47,68,185.47,2.25,06:09:00,18:29:00
1473614721,09-11-2016 00:00,07:25:21,309.22,49,30.47,72,185.46,2.25,06:09:00,18:29:00
1473614422,09-11-2016 00:00,07:20:22,282.13,48,30.47,72,185.49,3.37,06:09:00,18:29:00
1473614121,09-11-2016 00:00,07:15:21,254.67,47,30.47,73,185.53,5.62,06:09:00,18:29:00
1473613819,09-11-2016 00:00,07:10:19,206.78,46,30.47,74,186.55,5.62,06:09:00,18:29:00
1473613519,09-11-2016 00:00,07:05:19,194,46,30.47,75,182.89,5.62,06:09:00,18:29:00
1473613219,09-11-2016 00:00,07:00:19,167.02,45,30.46,76,183.82,5.62,06:09:00,18:29:00
1473612926,09-11-2016 00:00,06:55:26,30.36,45,30.46,77,181.34,6.75,06:09:00,18:29:00
1473612619,09-11-2016 00:00,06:50:19,28.11,44,30.46,77,183.37,6.75,06:09:00,18:29:00
1473612323,09-11-2016 00:00,06:45:23,27.28,44,30.46,78,177.51,9,06:09:00,18:29:00
1473612019,09-11-2016 00:00,06:40:19,26.3,44,30.46,79,181.84,9,06:09:00,18:29:00
1473611719,09-11-2016 00:00,06:35:19,24.45,43,30.46,79,176.82,6.75,06:09:00,18:29:00
1473611424,09-11-2016 00:00,06:30:24,21.98,43,30.46,79,182.24,10.12,06:09:00,18:29:00
1473611122,09-11-2016 00:00,06:25:22,17.88,43,30.45,80,182.41,7.87,06:09:00,18:29:00
1473610822,09-11-2016 00:00,06:20:22,15.22,43,30.45,81,180.93,9,06:09:00,18:29:00
1473610523,09-11-2016 00:00,06:15:23,10.52,43,30.45,80,180.19,6.75,06:09:00,18:29:00
1473610221,09-11-2016 00:00,06:10:21,5.21,43,30.45,81,183.4,7.87,06:09:00,18:29:00
1473609921,09-11-2016 00:00,06:05:21,3.45,43,30.45,81,180.21,7.87,06:09:00,18:29:00
1473609623,09-11-2016 00:00,06:00:23,2.88,43,30.45,81,174.37,6.75,06:09:00,18:29:00
1473609324,09-11-2016 00:00,05:55:24,1.87,44,30.45,81,174.28,4.5,06:09:00,18:29:00
1473609021,09-11-2016 00:00,05:50:21,2.01,43,30.45,81,174.06,4.5,06:09:00,18:29:00
1473608721,09-11-2016 00:00,05:45:21,1.75,44,30.44,82,174.38,4.5,06:09:00,18:29:00
1473608423,09-11-2016 00:00,05:40:23,2.25,44,30.44,81,175.74,6.75,06:09:00,18:29:00
1473608123,09-11-2016 00:00,05:35:23,1.79,44,30.44,82,174.04,4.5,06:09:00,18:29:00
1473607820,09-11-2016 00:00,05:30:20,2.21,44,30.44,82,174.5,5.62,06:09:00,18:29:00
1473607520,09-11-2016 00:00,05:25:20,2.26,44,30.44,83,173.74,6.75,06:09:00,18:29:00
1473607219,09-11-2016 00:00,05:20:19,2.08,44,30.44,83,172.92,7.87,06:09:00,18:29:00
1473606920,09-11-2016 00:00,05:15:20,2.02,44,30.43,83,180.71,7.87,06:09:00,18:29:00
1473606620,09-11-2016 00:00,05:10:20,2.12,44,30.43,82,178.28,7.87,06:09:00,18:29:00
1473606323,09-11-2016 00:00,05:05:23,1.71,44,30.43,81,177.49,6.75,06:09:00,18:29:00
1473606018,09-11-2016 00:00,05:00:18,2.24,44,30.43,81,178.73,7.87,06:09:00,18:29:00
1473605719,09-11-2016 00:00,04:55:19,2.58,44,30.43,81,182.91,5.62,06:09:00,18:29:00
1473605419,09-11-2016 00:00,04:50:19,2.42,44,30.43,81,187.59,4.5,06:09:00,18:29:00
1473605127,09-11-2016 00:00,04:45:27,2.05,44,30.43,82,189.08,6.75,06:09:00,18:29:00
1473604818,09-11-2016 00:00,04:40:18,2.1,44,30.43,82,189.33,6.75,06:09:00,18:29:00
1473604519,09-11-2016 00:00,04:35:19,2.11,44,30.43,83,182.44,5.62,06:09:00,18:29:00
1473604221,09-11-2016 00:00,04:30:21,2.15,44,30.43,83,191.89,7.87,06:09:00,18:29:00
1473603919,09-11-2016 00:00,04:25:19,2.11,44,30.42,84,194.14,6.75,06:09:00,18:29:00
1473603621,09-11-2016 00:00,04:20:21,2.23,44,30.42,84,193.69,6.75,06:09:00,18:29:00
1473603319,09-11-2016 00:00,04:15:19,2.14,44,30.42,84,196.2,5.62,06:09:00,18:29:00
1473603018,09-11-2016 00:00,04:10:18,1.83,44,30.42,84,197.35,6.75,06:09:00,18:29:00
1473602719,09-11-2016 00:00,04:05:19,1.83,44,30.42,84,196.87,6.75,06:09:00,18:29:00
1473602421,09-11-2016 00:00,04:00:21,2.44,45,30.42,85,217.8,4.5,06:09:00,18:29:00
1473602119,09-11-2016 00:00,03:55:19,2.26,45,30.42,82,218.4,3.37,06:09:00,18:29:00
1473601818,09-11-2016 00:00,03:50:18,2.2,45,30.42,82,210.89,1.12,06:09:00,18:29:00
1473601522,09-11-2016 00:00,03:45:22,2.38,45,30.42,81,197.1,5.62,06:09:00,18:29:00
1473601219,09-11-2016 00:00,03:40:19,2.67,45,30.42,80,199.04,7.87,06:09:00,18:29:00
1473600923,09-11-2016 00:00,03:35:23,2.77,45,30.42,80,194.68,6.75,06:09:00,18:29:00
1473600620,09-11-2016 00:00,03:30:20,2.76,45,30.42,80,197.85,6.75,06:09:00,18:29:00
1473600320,09-11-2016 00:00,03:25:20,2.04,45,30.42,80,197.02,6.75,06:09:00,18:29:00
1473600023,09-11-2016 00:00,03:20:23,2.02,46,30.42,79,195.98,6.75,06:09:00,18:29:00
1473599722,09-11-2016 00:00,03:15:22,1.98,46,30.42,78,234.56,2.25,06:09:00,18:29:00
1473599423,09-11-2016 00:00,03:10:23,2.12,46,30.42,77,201.03,3.37,06:09:00,18:29:00
1473599122,09-11-2016 00:00,03:05:22,2.08,46,30.42,76,192.57,5.62,06:09:00,18:29:00
1473598819,09-11-2016 00:00,03:00:19,1.81,46,30.42,76,191.04,7.87,06:09:00,18:29:00
1473598519,09-11-2016 00:00,02:55:19,2.19,46,30.42,76,193.76,5.62,06:09:00,18:29:00
1473598222,09-11-2016 00:00,02:50:22,2.62,46,30.41,75,191.49,7.87,06:09:00,18:29:00
1473597918,09-11-2016 00:00,02:45:18,3.3,46,30.41,76,190.91,7.87,06:09:00,18:29:00
1473597626,09-11-2016 00:00,02:40:26,3.6,46,30.42,77,189.24,7.87,06:09:00,18:29:00
1473597319,09-11-2016 00:00,02:35:19,3.53,46,30.42,77,193.34,7.87,06:09:00,18:29:00
1473597023,09-11-2016 00:00,02:30:23,2.84,46,30.42,79,194.96,6.75,06:09:00,18:29:00
1473596720,09-11-2016 00:00,02:25:20,3.21,46,30.42,78,193.38,6.75,06:09:00,18:29:00
1473596418,09-11-2016 00:00,02:20:18,3.56,46,30.42,79,193.23,7.87,06:09:00,18:29:00
1473596122,09-11-2016 00:00,02:15:22,3.24,46,30.42,80,188.17,10.12,06:09:00,18:29:00
1473595822,09-11-2016 00:00,02:10:22,3.09,46,30.42,80,188.15,9,06:09:00,18:29:00
1473595519,09-11-2016 00:00,02:05:19,3.48,46,30.42,80,196.19,7.87,06:09:00,18:29:00
1473595220,09-11-2016 00:00,02:00:20,3.69,46,30.42,80,196.85,7.87,06:09:00,18:29:00
1473594920,09-11-2016 00:00,01:55:20,2.47,46,30.42,80,192.83,7.87,06:09:00,18:29:00
1473594618,09-11-2016 00:00,01:50:18,2.53,46,30.42,81,190.26,7.87,06:09:00,18:29:00
1473594320,09-11-2016 00:00,01:45:20,2.71,46,30.42,83,195.34,9,06:09:00,18:29:00
1473594023,09-11-2016 00:00,01:40:23,2.71,46,30.42,82,194.29,6.75,06:09:00,18:29:00
1473593719,09-11-2016 00:00,01:35:19,2.72,46,30.42,83,188.34,9,06:09:00,18:29:00
1473593420,09-11-2016 00:00,01:30:20,2.63,46,30.42,83,196.29,6.75,06:09:00,18:29:00
1473593125,09-11-2016 00:00,01:25:25,2.17,46,30.43,84,192.66,6.75,06:09:00,18:29:00
1473592821,09-11-2016 00:00,01:20:21,2.33,46,30.43,85,191.83,6.75,06:09:00,18:29:00
1473592524,09-11-2016 00:00,01:15:24,2.59,46,30.43,85,193.75,7.87,06:09:00,18:29:00
1473592220,09-11-2016 00:00,01:10:20,2.47,47,30.43,86,192.91,3.37,06:09:00,18:29:00
1473591926,09-11-2016 00:00,01:05:26,2.61,47,30.43,87,192.91,3.37,06:09:00,18:29:00
1473591619,09-11-2016 00:00,01:00:19,3.33,47,30.43,91,192.84,1.12,06:09:00,18:29:00
1473591319,09-11-2016 00:00,00:55:19,1.91,47,30.43,90,193.01,1.12,06:09:00,18:29:00
1473591023,09-11-2016 00:00,00:50:23,2.06,47,30.43,89,193,0,06:09:00,18:29:00
1473590725,09-11-2016 00:00,00:45:25,1.99,46,30.43,90,193.01,1.12,06:09:00,18:29:00
1473590119,09-11-2016 00:00,00:35:19,2.4,46,30.43,90,192.88,5.62,06:09:00,18:29:00
1473589818,09-11-2016 00:00,00:30:18,2.53,46,30.43,90,191.77,5.62,06:09:00,18:29:00
1473589519,09-11-2016 00:00,00:25:19,2.68,46,30.43,91,184.27,5.62,06:09:00,18:29:00
1473589222,09-11-2016 00:00,00:20:22,2.1,46,30.43,92,184.31,4.5,06:09:00,18:29:00
1473588324,09-11-2016 00:00,00:05:24,1.93,46,30.43,92,179.14,4.5,06:09:00,18:29:00
1473588019,09-11-2016 00:00,00:00:19,1.96,46,30.44,91,179.14,5.62,06:09:00,18:29:00
1473587724,09-10-2016 00:00,23:55:24,2.11,46,30.44,92,213.33,2.25,06:09:00,18:30:00
1473587419,09-10-2016 00:00,23:50:19,1.79,46,30.44,93,213.39,2.25,06:09:00,18:30:00
1473587128,09-10-2016 00:00,23:45:28,1.71,46,30.44,93,213.41,3.37,06:09:00,18:30:00
1473586819,09-10-2016 00:00,23:40:19,1.68,47,30.43,93,213.4,2.25,06:09:00,18:30:00
1473586538,09-10-2016 00:00,23:35:38,1.63,47,30.43,92,213.41,3.37,06:09:00,18:30:00
1473586225,09-10-2016 00:00,23:30:25,1.62,47,30.43,92,186.91,4.5,06:09:00,18:30:00
1473585918,09-10-2016 00:00,23:25:18,1.6,47,30.44,93,185.62,3.37,06:09:00,18:30:00
1473585630,09-10-2016 00:00,23:20:30,1.61,47,30.44,94,186.68,3.37,06:09:00,18:30:00
1473585321,09-10-2016 00:00,23:15:21,1.6,47,30.44,94,186.7,2.25,06:09:00,18:30:00
1473585021,09-10-2016 00:00,23:10:21,1.63,47,30.44,93,186.69,3.37,06:09:00,18:30:00
1473584720,09-10-2016 00:00,23:05:20,1.78,48,30.44,93,186.06,3.37,06:09:00,18:30:00
1473584424,09-10-2016 00:00,23:00:24,1.6,48,30.44,92,186.07,2.25,06:09:00,18:30:00
1473584118,09-10-2016 00:00,22:55:18,1.55,48,30.44,92,186.08,2.25,06:09:00,18:30:00
1473583820,09-10-2016 00:00,22:50:20,1.56,48,30.44,92,186.08,2.25,06:09:00,18:30:00
1473583519,09-10-2016 00:00,22:45:19,1.57,49,30.44,93,186.07,2.25,06:09:00,18:30:00
1473583219,09-10-2016 00:00,22:40:19,1.83,48,30.44,94,186.06,2.25,06:09:00,18:30:00
1473582922,09-10-2016 00:00,22:35:22,2.06,49,30.44,93,187.37,3.37,06:09:00,18:30:00
1473582621,09-10-2016 00:00,22:30:21,1.63,49,30.44,93,187.34,5.62,06:09:00,18:30:00
1473582322,09-10-2016 00:00,22:25:22,1.72,49,30.44,93,182.44,4.5,06:09:00,18:30:00
1473582018,09-10-2016 00:00,22:20:18,1.71,49,30.44,93,179.17,5.62,06:09:00,18:30:00
1473581721,09-10-2016 00:00,22:15:21,1.88,49,30.44,93,181.03,5.62,06:09:00,18:30:00
1473581422,09-10-2016 00:00,22:10:22,2,49,30.44,92,178.61,5.62,06:09:00,18:30:00
1473581124,09-10-2016 00:00,22:05:24,2.39,49,30.44,91,175.87,4.5,06:09:00,18:30:00
1473580822,09-10-2016 00:00,22:00:22,2.36,49,30.44,91,177.95,2.25,06:09:00,18:30:00
1473580523,09-10-2016 00:00,21:55:23,2.94,49,30.44,91,177.96,3.37,06:09:00,18:30:00
1473580220,09-10-2016 00:00,21:50:20,3.15,50,30.44,91,178.02,3.37,06:09:00,18:30:00
1473579921,09-10-2016 00:00,21:45:21,2.29,50,30.44,90,178.13,4.5,06:09:00,18:30:00
1473579623,09-10-2016 00:00,21:40:23,2.96,50,30.44,90,177.59,3.37,06:09:00,18:30:00
1473579323,09-10-2016 00:00,21:35:23,2.67,50,30.44,88,173.84,2.25,06:09:00,18:30:00
1473579023,09-10-2016 00:00,21:30:23,2.97,50,30.44,89,188.11,3.37,06:09:00,18:30:00
1473578724,09-10-2016 00:00,21:25:24,2.76,50,30.44,90,187.29,5.62,06:09:00,18:30:00
1473578418,09-10-2016 00:00,21:20:18,2.63,50,30.44,91,183.35,4.5,06:09:00,18:30:00
1473578118,09-10-2016 00:00,21:15:18,2.69,50,30.44,90,174.18,3.37,06:09:00,18:30:00
1473577823,09-10-2016 00:00,21:10:23,2.79,50,30.44,91,172.45,4.5,06:09:00,18:30:00
1473577522,09-10-2016 00:00,21:05:22,2.69,50,30.44,91,164.8,5.62,06:09:00,18:30:00
1473577224,09-10-2016 00:00,21:00:24,2.55,50,30.44,91,134.55,4.5,06:09:00,18:30:00
1473576921,09-10-2016 00:00,20:55:21,2.66,50,30.44,91,156.91,3.37,06:09:00,18:30:00
1473576620,09-10-2016 00:00,20:50:20,2.45,50,30.43,90,157.5,2.25,06:09:00,18:30:00
1473576321,09-10-2016 00:00,20:45:21,2.62,50,30.43,90,150.2,6.75,06:09:00,18:30:00
1473576021,09-10-2016 00:00,20:40:21,2.24,50,30.43,90,157.88,3.37,06:09:00,18:30:00
1473575719,09-10-2016 00:00,20:35:19,2.33,50,30.43,89,151.2,3.37,06:09:00,18:30:00
1473575419,09-10-2016 00:00,20:30:19,2.98,50,30.43,89,151.17,5.62,06:09:00,18:30:00
1473575122,09-10-2016 00:00,20:25:22,2.28,50,30.43,88,125.18,3.37,06:09:00,18:30:00
1473574821,09-10-2016 00:00,20:20:21,2.87,50,30.42,88,130.87,4.5,06:09:00,18:30:00
1473574520,09-10-2016 00:00,20:15:20,2.69,50,30.42,88,139.95,4.5,06:09:00,18:30:00
1473574220,09-10-2016 00:00,20:10:20,3.05,50,30.42,90,143.3,3.37,06:09:00,18:30:00
1473573920,09-10-2016 00:00,20:05:20,3.32,50,30.42,90,145.99,1.12,06:09:00,18:30:00
1473573628,09-10-2016 00:00,20:00:28,3.04,50,30.42,92,164.63,4.5,06:09:00,18:30:00
1473573325,09-10-2016 00:00,19:55:25,2.17,50,30.42,93,152.78,5.62,06:09:00,18:30:00
1473573019,09-10-2016 00:00,19:50:19,2.06,50,30.42,93,156.78,5.62,06:09:00,18:30:00
1473572722,09-10-2016 00:00,19:45:22,1.94,50,30.42,93,131.06,2.25,06:09:00,18:30:00
1473572428,09-10-2016 00:00,19:40:28,1.98,50,30.41,94,123.68,4.5,06:09:00,18:30:00
1473572123,09-10-2016 00:00,19:35:23,2.11,50,30.41,96,127.91,4.5,06:09:00,18:30:00
1473571821,09-10-2016 00:00,19:30:21,2.4,51,30.41,97,108,1.12,06:09:00,18:30:00
1473571523,09-10-2016 00:00,19:25:23,2.08,51,30.41,96,75.87,3.37,06:09:00,18:30:00
1473571220,09-10-2016 00:00,19:20:20,1.99,50,30.41,97,79.28,2.25,06:09:00,18:30:00
1473570921,09-10-2016 00:00,19:15:21,2.31,50,30.4,97,71.98,5.62,06:09:00,18:30:00
1473570623,09-10-2016 00:00,19:10:23,1.66,51,30.4,98,39.22,1.12,06:09:00,18:30:00
1473570324,09-10-2016 00:00,19:05:24,2.15,51,30.4,98,25.64,4.5,06:09:00,18:30:00
1473570020,09-10-2016 00:00,19:00:20,2.27,51,30.4,98,1.53,6.75,06:09:00,18:30:00
1473569719,09-10-2016 00:00,18:55:19,1.99,51,30.4,98,128.98,1.12,06:09:00,18:30:00
1473569425,09-10-2016 00:00,18:50:25,2.36,52,30.39,98,54.69,4.5,06:09:00,18:30:00
1473569122,09-10-2016 00:00,18:45:22,2.98,51,30.39,97,54.39,1.12,06:09:00,18:30:00
1473568821,09-10-2016 00:00,18:40:21,3.21,52,30.39,97,51.7,1.12,06:09:00,18:30:00
1473568519,09-10-2016 00:00,18:35:19,2.61,52,30.39,96,29.3,5.62,06:09:00,18:30:00
1473568220,09-10-2016 00:00,18:30:20,3.32,52,30.39,96,55.44,4.5,06:09:00,18:30:00
1473567920,09-10-2016 00:00,18:25:20,4.65,52,30.39,96,20.97,2.25,06:09:00,18:30:00
1473567624,09-10-2016 00:00,18:20:24,7.68,52,30.39,96,126.89,3.37,06:09:00,18:30:00
1473567323,09-10-2016 00:00,18:15:23,11.46,53,30.39,96,61.59,6.75,06:09:00,18:30:00
1473567019,09-10-2016 00:00,18:10:19,13.79,54,30.39,94,70.69,3.37,06:09:00,18:30:00
1473566720,09-10-2016 00:00,18:05:20,27.12,54,30.39,89,39.03,5.62,06:09:00,18:30:00
1473566421,09-10-2016 00:00,18:00:21,43.25,54,30.38,86,115.73,1.12,06:09:00,18:30:00
1473566118,09-10-2016 00:00,17:55:18,45.68,55,30.38,89,116.56,3.37,06:09:00,18:30:00
1473565821,09-10-2016 00:00,17:50:21,30.13,55,30.38,89,66.62,3.37,06:09:00,18:30:00
1473565523,09-10-2016 00:00,17:45:23,49.16,55,30.38,85,54.27,2.25,06:09:00,18:30:00
1473565219,09-10-2016 00:00,17:40:19,103.49,55,30.38,85,88.07,3.37,06:09:00,18:30:00
1473564621,09-10-2016 00:00,17:30:21,109.34,55,30.37,92,32.71,7.87,06:09:00,18:30:00
1473564320,09-10-2016 00:00,17:25:20,102.54,55,30.37,93,57.88,4.5,06:09:00,18:30:00
1473564021,09-10-2016 00:00,17:20:21,83.34,55,30.37,88,47.94,5.62,06:09:00,18:30:00
1473563723,09-10-2016 00:00,17:15:23,69.39,55,30.37,88,75.72,4.5,06:09:00,18:30:00
1473563418,09-10-2016 00:00,17:10:18,81.82,55,30.37,89,70.08,5.62,06:09:00,18:30:00
1473563124,09-10-2016 00:00,17:05:24,87.35,55,30.37,93,16.41,4.5,06:09:00,18:30:00
1473562820,09-10-2016 00:00,17:00:20,91.15,55,30.37,93,357.8,4.5,06:09:00,18:30:00
1473562526,09-10-2016 00:00,16:55:26,104.4,55,30.37,94,33.99,5.62,06:09:00,18:30:00
1473562221,09-10-2016 00:00,16:50:21,125.12,55,30.37,94,7.68,6.75,06:09:00,18:30:00
1473561920,09-10-2016 00:00,16:45:20,113.85,55,30.37,94,45.43,2.25,06:09:00,18:30:00
1473561620,09-10-2016 00:00,16:40:20,130.07,55,30.36,94,48.16,7.87,06:09:00,18:30:00
1473561319,09-10-2016 00:00,16:35:19,154.87,55,30.36,94,2.25,4.5,06:09:00,18:30:00
1473561018,09-10-2016 00:00,16:30:18,167.27,55,30.36,95,77.03,7.87,06:09:00,18:30:00
1473560719,09-10-2016 00:00,16:25:19,222.08,55,30.36,95,17.85,11.25,06:09:00,18:30:00
1473560422,09-10-2016 00:00,16:20:22,203.34,55,30.36,95,40.64,6.75,06:09:00,18:30:00
1473560124,09-10-2016 00:00,16:15:24,164.02,55,30.36,96,67.73,6.75,06:09:00,18:30:00
1473559822,09-10-2016 00:00,16:10:22,152.71,55,30.36,95,358.64,6.75,06:09:00,18:30:00
1473559522,09-10-2016 00:00,16:05:22,141.48,55,30.36,96,37.1,6.75,06:09:00,18:30:00
1473559220,09-10-2016 00:00,16:00:20,132.28,55,30.36,97,3.48,3.37,06:09:00,18:30:00
1473558919,09-10-2016 00:00,15:55:19,138.51,55,30.35,97,15.78,3.37,06:09:00,18:30:00
1473558620,09-10-2016 00:00,15:50:20,180.06,55,30.36,97,2.48,3.37,06:09:00,18:30:00
1473558322,09-10-2016 00:00,15:45:22,158.82,55,30.36,96,35.26,7.87,06:09:00,18:30:00
1473558022,09-10-2016 00:00,15:40:22,161.98,55,30.36,96,30.88,6.75,06:09:00,18:30:00
1473557719,09-10-2016 00:00,15:35:19,305.94,55,30.36,96,53.75,5.62,06:09:00,18:30:00
1473557420,09-10-2016 00:00,15:30:20,232.5,56,30.36,96,38.41,6.75,06:09:00,18:30:00
1473557122,09-10-2016 00:00,15:25:22,274.32,56,30.36,95,58.21,5.62,06:09:00,18:30:00
1473556823,09-10-2016 00:00,15:20:23,240.43,56,30.36,95,12.08,5.62,06:09:00,18:30:00
1473556524,09-10-2016 00:00,15:15:24,418.07,56,30.36,95,48.26,7.87,06:09:00,18:30:00
1473556218,09-10-2016 00:00,15:10:18,228.26,57,30.36,93,0.87,2.25,06:09:00,18:30:00
1473555920,09-10-2016 00:00,15:05:20,286.86,57,30.36,93,28.7,6.75,06:09:00,18:30:00
1473555620,09-10-2016 00:00,15:00:20,369.71,58,30.36,91,29.99,6.75,06:09:00,18:30:00
1473555318,09-10-2016 00:00,14:55:18,343.5,58,30.36,89,59.64,13.5,06:09:00,18:30:00
1473555025,09-10-2016 00:00,14:50:25,401.86,59,30.36,87,46.03,10.12,06:09:00,18:30:00
1473554721,09-10-2016 00:00,14:45:21,395.04,59,30.36,86,51.78,7.87,06:09:00,18:30:00
1473554420,09-10-2016 00:00,14:40:20,364.44,60,30.36,84,5.3,11.25,06:09:00,18:30:00
1473554122,09-10-2016 00:00,14:35:22,396.97,60,30.36,83,42.55,5.62,06:09:00,18:30:00
1473553819,09-10-2016 00:00,14:30:19,549.44,60,30.36,84,8.56,5.62,06:09:00,18:30:00
1473553520,09-10-2016 00:00,14:25:20,461.74,60,30.36,84,359.36,5.62,06:09:00,18:30:00
1473553222,09-10-2016 00:00,14:20:22,330.48,60,30.36,83,335.72,9,06:09:00,18:30:00
1473552921,09-10-2016 00:00,14:15:21,310.54,59,30.36,84,335.77,3.37,06:09:00,18:30:00
1473552622,09-10-2016 00:00,14:10:22,240.16,60,30.36,82,27.25,5.62,06:09:00,18:30:00
1473552324,09-10-2016 00:00,14:05:24,187.86,62,30.36,80,359.24,6.75,06:09:00,18:30:00
1473552019,09-10-2016 00:00,14:00:19,309.96,62,30.37,80,345.63,6.75,06:09:00,18:30:00
1473551722,09-10-2016 00:00,13:55:22,335.92,61,30.36,79,356.35,5.62,06:09:00,18:30:00
1473551420,09-10-2016 00:00,13:50:20,307.43,62,30.37,78,5.85,5.62,06:09:00,18:30:00
1473551125,09-10-2016 00:00,13:45:25,464.06,62,30.37,78,359.23,7.87,06:09:00,18:30:00
1473550822,09-10-2016 00:00,13:40:22,1045.27,62,30.37,78,359.28,4.5,06:09:00,18:30:00
1473550520,09-10-2016 00:00,13:35:20,614.43,62,30.37,77,46.02,7.87,06:09:00,18:30:00
1473550221,09-10-2016 00:00,13:30:21,1160.73,61,30.37,78,28.86,9,06:09:00,18:30:00
1473549919,09-10-2016 00:00,13:25:19,1106.12,61,30.37,78,18.22,4.5,06:09:00,18:30:00
1473549620,09-10-2016 00:00,13:20:20,459.04,62,30.37,76,46.56,5.62,06:09:00,18:30:00
